0.057294007	-0.015954938	-0.030850248	-0.03211309	0.023040647	-0.039053556	-0.10091533	0.06865675	-0.03904368	0.029709108	0.011722711	0.069764294	0.22213794	-0.02854883	-0.023707852	-0.07935783
0.1410737	0.071292676	0.0891983	0.07180347	0.16742532	-0.18114434	-0.09927402	0.13857247	0.077033475	-0.11577595	0.19135019	0.23154873	0.100973226	-0.15979804	0.11735392	-0.24921596
0.06995605	-0.000869995	0.06807753	-0.055656936	0.044169605	-0.1104142	-0.15981658	0.10152589	-0.0019426559	-0.062289987	0.08653993	0.2051431	0.18478969	-0.16508473	-0.0071804067	-0.18802339
0.011678088	0.035124157	0.045871925	-0.002316665	0.037537765	-0.017760195	0.014000464	0.031662527	-0.02800932	0.0035256147	-0.015883863	-0.0040453076	0.009898078	-0.03618629	-0.0034997351	-0.004282236
0.03256196	-0.124923795	-0.05625225	-0.11406801	-0.034786563	-0.036554974	-0.3377346	0.0045508305	-0.14444332	0.060459796	0.10177141	0.093861476	0.43350688	-0.056682486	-0.11790592	-0.18285188
-0.1554568	-0.20966887	-0.18372053	-0.2146343	-0.15750049	0.13904813	-0.27297217	-0.0547271	-0.16235931	0.11411032	-0.123164445	-0.097245894	0.36892575	0.06091979	-0.15602405	0.081316896
0.049716614	-0.011707014	-0.012667432	-0.10512203	0.034823574	-0.0724154	-0.25254768	0.037509307	-0.10245113	0.004442781	0.070153676	0.09475437	0.3975079	-0.040519178	-0.027299419	-0.1400076
0.021983845	0.0011303723	-0.01820103	-0.044823155	0.008938636	-0.089909524	-0.15094027	0.11638296	-0.0057044197	-0.031422336	0.15416014	0.10997949	0.2185945	-0.17625433	0.011634739	-0.19486476
0.06446426	0.07152493	0.055138808	0.013922564	0.06284599	-0.076245606	-0.23277184	0.14093809	-0.033032544	-0.047402434	0.12484759	0.1606478	0.38091812	-0.10462313	0.020398691	-0.24668223
-0.061007034	-0.15789671	-0.07963432	-0.15730758	-0.07943608	0.052809734	-0.3020046	-0.040673483	-0.16991514	0.11597404	-0.043904305	0.045223985	0.32770023	0.013491254	-0.12085276	-0.0011559253
0.07274235	-0.012209236	0.08441528	0.011601533	0.037773214	-0.11350121	-0.27063084	0.058548514	-0.0049076886	-0.08731702	0.112499505	0.21272346	0.33853716	-0.04559638	0.019640109	-0.15767467
0.030286776	-0.00737282	-0.055992566	-0.061454978	-0.067901626	0.005308203	-0.23122206	0.01225376	-0.10956753	-0.010385977	0.021410637	0.039003894	0.22498196	-0.08100395	-0.022628091	-0.12191748
-0.18175505	-0.25740406	-0.18362878	-0.23150575	-0.18489803	0.1206256	-0.44888848	-0.13997006	-0.29806224	0.18110436	-0.12347024	-0.11064526	0.51771414	0.12662287	-0.1986757	0.049152173
-0.05614034	-0.10725406	-0.019234018	-0.12438031	-0.07593943	0.0011843328	-0.2739559	-0.02976033	-0.113010675	0.013225625	0.029545126	0.07622358	0.394944	0.100502506	-0.08029406	-0.04698041
0.092625245	0.06506857	0.12923375	0.05728767	0.14559133	-0.16139963	-0.119392745	0.123694785	0.08921803	-0.13739045	0.19154009	0.19145419	0.39283094	-0.108530834	0.08289315	-0.26022342
0.10748658	-0.020379812	-0.008958955	-0.045778938	0.040394414	-0.068708144	-0.288148	0.09413168	-0.0894717	-0.06729559	0.15140398	0.120083004	0.33497304	-0.040336642	0.03656076	-0.21857671
